Temperature_of_Mass,Jacket_Return_Temperature,Chemical_Reactor_Pressure,Chemical_Reactor_RPM
23.95086475,66.18890976,191.0989253,991
25.07238391,58.29503496,172.627399,1156
26.45749764,63.95053045,132.7446278,1010
27.23842293,62.71275248,176.5774984,943
21.04425628,64.70279582,189.0532328,1086
20.3412847,79.32152599,139.4417157,1122
27.7119331,53.58936514,166.176746,1174
23.73473034,70.56877079,100.8810013,1079
26.13464524,71.17105788,191.4356904,1089
20.35405613,78.88710063,173.4659343,1145
26.15435639,61.75117252,106.2501622,968
27.90661472,67.27539738,194.7188996,1084
23.77577124,61.19831801,133.5038629,947
21.54909838,70.82110927,127.7804802,920
27.99895155,55.15031034,165.0853417,1187
24.54456543,51.0731416,104.186813,892
20.55262892,69.15498039,134.7764463,1062
21.94562489,79.3207839,160.9833467,917
26.78411399,63.12287979,145.8332343,989
22.45319524,63.94266777,171.2318488,1249
26.43951246,74.85744932,176.9765226,919
26.87904488,76.18789182,182.0825803,995
24.62227175,73.34695643,129.0762024,941
21.99420747,67.50234191,142.8522599,986
21.35009983,66.52865841,109.1679491,1062
22.44529245,77.7548926,158.8072213,1059
26.74801167,73.6535891,100.5983331,1072
21.46365988,61.73602147,192.8634571,954
25.62380378,74.67909245,171.2863384,991
23.85835671,58.17784272,102.0222195,1022
26.05568894,79.21253862,128.1433812,856
25.25239157,71.90446568,140.2549031,1151
22.59301523,54.94450266,173.4186924,914
25.89964914,79.36148193,180.238754,1180
22.88168041,69.56240857,142.5287839,1150
22.60156817,57.01952357,140.2563352,957
23.50843036,50.45869883,163.9076678,960
21.25808831,71.9627047,191.821008,861
27.65603122,59.21560521,128.7381511,1050
20.40378581,66.53291516,131.4902528,1233
22.11037653,64.10499077,198.2175653,1101
25.03028656,61.13113152,110.6749273,1155
24.2427378,67.84999691,168.194581,947
23.38373512,69.96248053,101.9329365,1080
22.62562521,71.81065917,148.2646419,888
21.14673396,75.7154885,192.5380522,1046
22.4406521,56.876233,134.7736468,1138
21.94471087,62.03919395,166.1621438,1201
25.30101276,74.07408871,185.3512503,1088
27.97432507,78.5109073,184.7880112,1240
22.59974175,64.00396347,188.161864,973
23.13819893,57.80861033,124.8283355,963
20.08279179,65.91748832,177.0451876,1184
27.52610528,51.67857203,184.1172521,1106
25.27560227,76.29914289,134.2349945,1193
22.92521747,63.58045826,143.1517204,936
26.49333754,50.36731532,120.479032,995
21.49096766,54.89938344,119.2653913,1206
20.08913311,76.65389836,162.8789541,1055
24.67889791,51.63456739,109.7976273,955
25.87249385,78.4809012,154.2898214,902
27.970709,65.54927561,136.9907945,955
23.04775836,62.90315733,148.8113137,1122
26.22465549,69.30938781,115.8081788,960
23.19126628,51.17616219,168.7191724,1091
23.26529089,74.42179063,126.8691886,987
24.22714517,67.0533053,145.6699396,986
21.00238626,78.22713989,186.1643511,1132
22.42699169,70.66379684,147.8874685,949
25.54916811,64.47057453,117.5536324,917
26.63714494,53.13598599,148.9524133,1217
21.34920702,53.25896655,183.8145213,1078
20.38679407,64.71058058,172.4435839,1088
22.77979147,76.4478775,186.2153796,1006
20.55858615,56.40637916,127.9005079,1228
23.31176979,64.1890115,179.0827653,915
22.63459849,59.61518046,106.0032157,963
24.84891685,62.20957442,124.7522789,1162
23.0843206,66.39336053,103.3358342,1154
26.82250884,62.41970886,128.2288982,871
23.70920648,68.24279775,131.5170575,1247
27.79520021,55.27449574,115.5342214,932
20.31740976,74.43815302,162.7322694,1022
27.4137411,58.02425397,175.013222,1018
25.92406977,70.33841974,142.9446823,1167
26.32894555,65.92388165,182.518933,890
25.19736993,64.62851025,126.0711823,881
22.74064891,60.06205909,131.412268,1047
25.85998344,68.18437362,196.2062181,954
21.40410154,57.76968237,125.2062566,1235
23.46595882,79.56730124,191.4088851,1115
25.26248136,50.45587412,196.1446869,1102
20.08799753,62.09867035,171.4565358,1239
26.62552261,73.11428491,187.5123889,1034
25.17540992,78.62595113,158.4396315,1134
22.30146951,75.83532644,177.254816,905
23.69571748,55.85314679,130.7396565,1062
26.65568016,74.75257141,181.2528821,990
26.93326027,53.99854922,118.2610857,915
27.27816572,63.72524532,184.0719913,1228
21.89418037,59.19978365,164.6522328,1217
21.12959343,78.39725652,161.0231868,997
25.83121992,56.31471885,186.1255402,949
26.29139691,58.31319826,149.3391772,1074
25.7792137,67.88344393,143.5635212,1198
21.80887469,68.70999686,109.5682494,1090
22.35234416,68.28977599,186.1199591,921
25.24314222,58.445569,143.0557415,917
26.66074604,50.02886217,168.4790382,1062
21.43782761,70.20440577,109.1261698,960
27.64742097,52.07535963,191.2099904,1068
23.77817641,75.84065793,191.9504855,993
23.25288266,58.61885337,109.7368722,1135
21.66867298,59.33388565,193.0138094,876
27.62689203,52.59649313,128.0223221,953
26.44528827,68.04809398,187.704072,1218
27.06471815,65.40977062,189.6916003,1226
22.44909277,55.12724153,192.3810065,977
22.98397306,60.48803107,143.3565033,1134
25.09006554,61.99162264,104.0108487,981
27.86427633,64.12411396,179.672944,1249
21.69296759,77.74327413,177.9322745,919
21.13553892,60.66800527,142.3787211,1202
21.3767874,50.10051598,177.4412141,1040
23.63521003,73.56353843,150.4819042,1094
26.52165066,75.82672221,197.5390302,1067
24.71010669,64.82585299,103.4794566,870
20.84368447,60.02069681,164.8590556,918
21.19347462,54.37361049,105.2791318,1027
23.38282833,59.15881048,185.414753,975
23.29396187,57.40386763,168.7982047,1030
23.29133733,61.16113266,171.2208774,958
25.29869061,51.99982289,103.3450002,1249
24.64894341,76.56881751,156.1527312,1152
23.0927177,50.85606969,109.9355803,939
26.61239232,76.01752184,102.6187713,931
24.74991955,71.85233551,110.161941,977
24.18615074,57.08950994,142.6228024,1020
21.25455931,50.90002019,115.3884533,1227
21.71339624,59.94998954,126.5709603,1159
27.76507349,68.80128723,138.3804728,1069
22.39696461,51.69784585,153.3114386,1239
22.13245234,61.51298291,176.8552265,999
24.45064666,64.60286906,101.6531716,868
24.91740588,63.36207459,178.3778603,1179
25.56922543,69.79287968,194.7850555,1189
24.21903759,70.25426673,131.0461744,875
27.67278136,68.89000894,193.8961891,1044
21.65379249,68.64002432,168.9343248,863
25.53931631,70.44195792,166.7827063,1233
23.33159799,64.53849683,188.8154887,1065
20.17372406,54.20108551,146.5089182,949
20.49925802,56.29721413,111.1279927,1170
20.18245436,52.00164722,163.6007563,1115
25.85801244,58.96294468,195.2457831,970
20.47207759,53.60252552,114.1109098,1250
22.54573772,55.95964488,159.1865871,1148
20.20027977,59.61035411,117.3269817,885
20.38403201,59.90426727,155.2890033,1008
22.539682,72.58947242,184.4890916,1223
25.15966939,68.7226167,184.9035277,1059
20.70155657,54.86016265,187.4592969,998
21.87606109,58.24347192,153.7596485,886
23.59774767,53.68498597,151.4723426,1151
21.7543008,57.48015125,181.5854383,880
22.5868273,55.69227141,179.381935,1082
22.08461571,72.65218635,182.7984844,1128
24.78826174,78.79740898,186.9097952,897
21.1713221,61.49153187,141.1547915,1090
26.61600339,67.74052848,196.615053,1015
26.13912721,76.43768086,176.2739472,1143
20.82105808,52.81802394,197.6646546,1149
24.67824802,73.85259607,102.0251377,1047
23.23160177,67.04389474,183.930267,1184
20.38073976,70.96985536,125.1232778,1143
23.16109881,56.15599229,140.2835284,1027
27.72445105,67.7277825,124.7500747,1094
25.38861379,74.88460417,162.9247222,1134
22.28031991,75.75251415,181.0183185,983
24.6497655,77.5800282,143.2902539,1053
25.99898914,67.65959055,127.6255901,1137
20.78772735,56.94074163,162.3482871,1052
27.20027984,70.87239111,138.916377,1143
25.34246099,52.00374765,197.5408602,1167
23.28757701,53.64435196,142.1475797,998
27.55059956,79.04378088,105.1552966,1023
23.42670563,79.65733304,109.2405802,1211
27.24621893,70.50128116,170.0586496,1218
23.82072752,66.41485692,149.3826475,1025
23.43939167,56.41403963,197.4652295,991
24.09829415,53.10396722,176.4375671,1015
24.61836112,77.08113012,105.7974719,1230
20.38165309,62.41521952,131.8921448,976
26.53001402,63.61052241,170.2047277,980
26.39987313,75.53813216,167.3988221,945
24.68004946,52.89792289,119.56279,996
24.35825666,50.92866197,177.1298168,857
23.69346295,51.76951779,115.4338994,1106
25.25244803,54.41562868,159.8487413,850
26.54833812,69.91243245,101.2223799,1144
23.24042366,69.05948622,166.847118,1173
24.1034151,50.57285568,105.1262938,927
22.12918041,63.44006032,123.8623907,1014
24.78451483,77.97807424,154.179075,1175
27.38613312,63.36284038,132.7853273,1119
23.71401598,58.05647514,178.5081006,916
20.27329129,62.42015471,117.0063669,1128
26.47392793,64.18711734,133.9531555,1228
25.28316488,60.74631131,176.7330669,934
22.65511325,54.39311217,149.4075046,1064
20.27044357,70.64638858,130.4273906,968
22.46779544,76.61120995,120.8300952,872
27.95870667,70.0116488,158.4297154,1183
21.24007677,54.75307574,108.1435993,1030
20.28970492,69.72779289,115.4899145,850
26.93981105,74.85206147,175.8085532,1060
21.94781496,54.75513757,183.3313571,982
27.45939332,68.65019131,166.5931062,1095
27.39988712,60.86701048,120.9304655,1071
20.65886454,51.90932384,184.477012,1018
20.52389002,54.66170515,154.647697,1151
23.50828333,77.18760692,143.3019226,1155
27.0662107,59.57489963,170.9703238,1024
